tourney_id,tourney_name,surface,draw_size,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpFaced,w_bpSaved,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpFaced,l_bpSaved,winner_rank,winner_rank_points,loser_rank,loser_rank_points,tourney_date
2021540,Wimbledon,Grass,128,144,106000,Damir Dzumhur,R,172,BIH,29,111460,Quentin Halys,R,191,FRA,25,6-4 6-4,70,0,2,52,36,26,14,10,3,2,5,0,62,31,20,17,10,6,3,128,626,197,354,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,122,126128,Roman Safiullin,R,185,RUS,24,103333,Ivo Karlovic,R,208,CRO,42,6-3 6-4,57,2,2,57,33,31,12,10,3,3,10,2,44,33,26,4,9,4,2,157,455,196,354,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,200,106065,Marco Cecchinato,R,185,ITA,28,106293,Kimmer Coppejans,R,180,BEL,27,6-1 6-2,60,1,0,46,33,25,7,8,2,1,2,0,39,27,9,6,7,9,4,110,551,163,353,2020-09-28 00:00:00
2021560,Us Open,Hard,128,203,111460,Quentin Halys,R,191,FRA,25,105208,Ernests Gulbis,R,190,LAT,33,6-4 7-5,107,5,3,65,42,34,12,0,3,2,6,9,79,32,22,23,0,8,5,183,394,205,353,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,107,207989,Carlos Alcaraz,R,185,ESP,18,106110,Filip Horansky,R,175,SVK,28,5-7 6-1 6-4,143,4,4,85,56,42,14,15,5,2,4,4,104,68,45,14,14,11,6,141,464,184,352,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,173,106293,Kimmer Coppejans,R,180,BEL,27,105373,Martin Klizan,L,190,SVK,31,2-6 6-2 6-4,112,8,3,76,52,35,14,13,8,4,4,3,77,47,32,11,13,7,2,163,353,164,352,2020-09-28 00:00:00
2021540,Wimbledon,Grass,128,124,126239,Arthur Rinderknech,R,196,FRA,26,106288,Mathias Bourgue,R,188,FRA,27,3-6 7-5 6-2,105,4,1,74,47,39,18,14,3,2,9,2,96,69,45,15,15,7,4,109,734,198,352,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,151,105641,Blaz Rola,L,193,SLO,30,105208,Ernests Gulbis,R,190,LAT,32,7-6(2) 6-3,109,6,3,61,46,35,11,11,1,1,4,4,85,47,31,19,10,7,5,154,424,185,351,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,116,106065,Marco Cecchinato,R,185,ITA,28,105208,Ernests Gulbis,R,190,LAT,32,6-3 7-5,103,2,0,60,42,31,13,11,2,1,3,5,65,37,25,12,10,7,4,110,551,165,351,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,862,105633,Mohamed Safwat,R,183,EGY,31,117356,Cem Ilkel,R,185,TUR,26,6-4 6-4,100,1,1,70,40,27,12,10,10,7,0,2,77,42,22,16,10,10,5,162,440,199,351,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,114,126214,Alejandro Tabilo,L,188,CHI,24,124186,Alexandre Muller,R,183,FRA,24,6-2 6-4,65,5,4,46,25,23,13,9,0,0,3,3,64,41,28,8,9,4,1,172,421,199,350,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,858,126128,Roman Safiullin,R,185,RUS,24,105819,Guido Andreozzi,R,183,ARG,30,4-6 6-4 6-1,124,6,4,90,63,46,14,14,7,5,1,4,80,62,39,8,13,9,5,182,393,200,348,2021-05-31 00:00:00
2020580,Australian Open,Hard,128,109,106293,Kimmer Coppejans,R,180,BEL,26,105943,Federico Gaio,R,180,ITA,28,7-6(4) 6-0,85,5,2,60,44,33,8,9,7,6,3,3,63,40,21,10,9,7,3,158,328,151,347,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,204,105477,Marco Trungelliti,R,178,ARG,30,105841,Lorenzo Giustino,R,183,ITA,28,6-2 1-6 7-6(4),136,6,4,87,46,33,24,14,10,8,10,5,107,57,42,21,13,7,5,202,238,150,347,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,830,105561,Alessandro Giannessi,L,183,ITA,31,105074,Ruben Bemelmans,L,183,BEL,33,6-4 6-7(5) 7-5,154,4,3,118,86,55,20,17,9,6,4,4,103,56,39,22,17,8,3,159,458,201,347,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,133,127157,Daniel Altmaier,R,191,GER,23,109739,Maximilian Marterer,L,191,GER,26,6-2 6-4,58,5,2,51,37,30,8,9,3,3,0,2,53,36,22,9,9,11,8,166,427,200,347,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,149,144869,Tomas Martin Etcheverry,R,196,ARG,22,117356,Cem Ilkel,R,185,TUR,26,6-1 6-4,81,1,0,57,46,33,4,8,4,3,0,1,60,29,19,10,9,12,7,192,361,201,347,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,145,106005,Constant Lestienne,R,180,FRA,29,106281,Liam Broady,L,183,GBR,27,7-6(1) 6-2,104,1,5,73,46,30,16,10,9,7,4,1,63,41,24,9,10,9,5,227,255,187,346,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,863,207678,Juan Manuel Cerundolo,L,183,ARG,20,105911,Andrea Collarini,L,185,ARG,29,6-4 0-6 7-5,134,0,1,97,79,43,9,14,11,6,5,5,85,52,38,15,14,5,1,147,513,203,346,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,873,111460,Quentin Halys,R,191,FRA,24,120424,Yannick Maden,R,185,GER,32,6-1 6-7(3) 6-1,102,9,1,83,47,34,22,13,1,0,0,4,72,51,31,8,13,8,3,223,305,202,346,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,126,144645,Zdenek Kolar,R,185,CZE,25,105373,Martin Klizan,L,190,SVK,32,6-1 6-2,57,2,0,41,30,26,7,8,0,0,3,5,52,23,15,10,7,11,7,223,314,202,346,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,182,126555,Tung Lin Wu,R,188,TPE,23,106368,Ramkumar Ramanathan,R,188,IND,26,6-3 6-2,69,2,1,46,34,28,9,9,1,1,8,3,55,30,22,9,8,7,4,247,223,188,345,2021-01-10 00:00:00
2021540,Wimbledon,Grass,128,101,104898,Robin Haase,R,190,NED,34,105819,Guido Andreozzi,R,183,ARG,30,6-4 6-4,84,5,2,67,44,35,9,10,4,3,3,7,67,41,27,12,10,7,4,214,324,203,345,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,191,126214,Alejandro Tabilo,L,188,CHI,23,104660,Sergiy Stakhovsky,R,193,UKR,34,2-6 6-2 6-3,110,1,5,95,66,44,13,13,7,4,4,2,81,49,36,9,12,10,6,208,233,153,344,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,167,207518,Lorenzo Musetti,R,185,ITA,18,105657,Marius Copil,R,193,ROU,29,6-7(6) 6-4 7-5,144,3,3,109,66,46,30,17,5,3,7,6,110,66,49,20,17,7,3,364,107,152,344,2020-01-20 00:00:00
2021560,Us Open,Hard,128,113,200670,J J Wolf,R,183,USA,23,104797,Denis Istomin,R,188,UZB,35,7-5 6-2,82,11,2,57,35,32,10,0,2,2,7,5,65,43,28,9,0,5,2,157,479,207,344,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,121,200390,Kacper Zuk,R,183,POL,22,104586,Lukas Rosol,R,196,CZE,36,6-3 6-3,73,9,4,54,31,25,11,9,8,6,5,6,80,43,26,14,9,20,15,168,425,204,344,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,187,106281,Liam Broady,L,183,GBR,27,122298,Botic Van De Zandschulp,R,188,NED,25,7-6(5) 7-6(8),134,2,4,94,66,48,10,12,7,5,4,6,81,50,37,17,12,5,3,207,260,166,343,2020-09-28 00:00:00
2021581,Australian Open,Hard,128,187,126128,Roman Safiullin,R,185,RUS,23,106283,Mitchell Krueger,R,188,USA,27,6-1 6-4,83,4,5,55,35,31,8,9,1,1,1,0,50,31,17,10,8,5,2,181,357,190,342,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,161,120424,Yannick Maden,R,185,GER,31,105147,Tatsuma Ito,R,180,JPN,33,6-4 6-2,105,2,2,59,38,24,12,9,5,3,2,5,65,36,23,9,9,11,6,171,385,189,342,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,151,110748,Nikola Milojevic,R,188,SRB,25,105147,Tatsuma Ito,R,180,JPN,32,4-6 6-0 6-1,113,4,1,61,40,33,12,12,2,1,2,4,81,57,32,9,11,11,6,144,392,167,342,2020-09-28 00:00:00
2020520,Roland Garros,Clay,128,198,200514,Jurij Rodionov,L,191,AUT,21,124116,Sebastian Ofner,R,191,AUT,24,6-4 3-6 6-3,138,9,2,98,58,40,20,14,10,8,5,2,108,63,47,19,14,10,7,170,338,168,341,2020-09-28 00:00:00
2021581,Australian Open,Hard,128,204,207830,Tomas Machac,R,183,CZE,20,111453,Mikael Torpegaard,R,193,DEN,27,6-2 6-1,77,2,0,43,27,20,13,8,0,0,1,2,53,37,21,5,7,7,3,197,333,192,340,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,137,126555,Tung Lin Wu,R,188,TPE,23,126652,Jay Clarke,R,183,GBR,22,6-2 6-4,125,3,2,77,56,38,10,9,7,7,5,0,69,43,31,9,9,10,7,247,223,191,340,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,833,105952,Renzo Olivo,R,180,ARG,29,104898,Robin Haase,R,190,NED,34,6-7(4) 7-5 6-4,160,0,6,118,84,53,13,17,16,10,0,5,100,61,36,16,17,8,0,208,336,205,340,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,888,126846,Aleksandar Vukic,R,188,AUS,25,104678,Viktor Troicki,R,193,SRB,35,3-6 6-2 6-4,94,9,2,78,49,39,15,14,7,5,5,1,71,43,30,17,13,4,1,209,334,206,339,2021-05-31 00:00:00
2021560,Us Open,Hard,128,147,144684,Alex Molcan,L,178,SVK,24,106293,Kimmer Coppejans,R,180,BEL,28,6-3 6-3,83,2,1,53,30,22,16,0,1,1,6,1,63,36,25,12,0,6,3,138,579,208,339,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,139,126535,Carlos Taberner,R,183,ESP,24,105911,Andrea Collarini,L,185,ARG,29,6-4 6-2,74,0,2,51,29,22,18,9,3,3,3,1,54,44,25,7,9,8,5,113,700,206,339,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,188,122298,Botic Van De Zandschulp,R,188,NED,25,110778,Joao Menezes,R,185,BRA,24,6-3 6-7(1) 6-4,184,4,7,108,67,48,23,16,7,6,4,1,111,81,47,21,15,10,7,156,423,193,338,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,846,105905,Danilo Petrovic,R,203,SRB,29,106283,Mitchell Krueger,R,188,USA,27,3-6 6-3 6-2,117,8,2,77,45,35,17,13,3,2,6,4,101,64,40,20,13,14,11,165,434,207,338,2021-05-31 00:00:00
2021560,Us Open,Hard,128,100,126127,Benjamin Bonzi,R,185,FRA,25,109054,Daniel Masur,R,183,GER,27,6-0 6-2,57,10,5,45,24,21,11,0,3,3,2,2,49,30,15,6,0,11,6,94,821,209,338,2021-08-30 00:00:00
2020520,Roland Garros,Clay,128,196,105877,Emilio Gomez,R,185,ECU,29,122078,Dmitry Popko,R,191,KAZ,24,2-6 6-4 7-6(1),151,2,1,93,62,39,19,15,11,6,0,3,97,54,34,24,15,7,3,156,365,171,336,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,880,111456,Mackenzie Mcdonald,R,178,USA,26,105952,Renzo Olivo,R,180,ARG,29,6-3 6-4,107,2,1,75,44,29,13,10,10,6,0,6,68,42,24,6,9,11,5,119,675,208,336,2021-05-31 00:00:00
2020580,Australian Open,Hard,128,161,104882,Blaz Kavcic,R,188,SLO,33,126652,Jay Clarke,R,183,GBR,21,7-6(2) 3-6 6-2,162,13,3,99,57,42,19,15,12,8,11,5,118,64,44,20,14,11,6,309,129,155,335,2020-01-20 00:00:00
2021540,Wimbledon,Grass,128,111,206909,Brandon Nakashima,R,185,USA,20,126846,Aleksandar Vukic,R,188,AUS,25,6-1 6-1,52,6,0,36,24,20,9,7,1,1,3,2,49,26,15,6,7,11,6,138,549,208,335,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,110,104678,Viktor Troicki,R,193,SRB,35,111153,Christopher Eubanks,R,201,USA,25,6-4 6-7(6) 7-5,139,11,2,115,82,64,15,18,10,9,5,8,108,76,54,18,17,8,5,213,327,207,335,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,101,126125,Maxime Janvier,R,193,FRA,24,104586,Lukas Rosol,R,196,CZE,35,6-7(8) 7-5 6-1,158,6,6,106,72,50,17,16,5,3,3,0,114,91,52,12,15,12,7,210,299,196,334,2021-01-10 00:00:00
2020580,Australian Open,Hard,128,203,111460,Quentin Halys,R,191,FRA,23,110748,Nikola Milojevic,R,188,SRB,24,6-3 7-6(2),92,10,8,75,49,43,9,11,8,7,3,5,56,37,32,8,10,3,1,215,222,156,334,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,205,126127,Benjamin Bonzi,R,185,FRA,24,105406,Roberto Marcora,R,194,ITA,31,"",85,,,,,,,0,,,,,,,,,0,,,227,239,173,334,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,908,106216,Bjorn Fratangelo,R,183,USA,28,126846,Aleksandar Vukic,R,188,AUS,25,6-2 7-6(3),80,9,0,63,39,30,17,10,2,1,7,1,68,38,29,11,10,7,4,198,354,209,334,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,186,117360,Marc Polmans,R,188,AUS,23,105561,Alessandro Giannessi,L,183,ITA,30,5-7 6-4 6-3,167,4,7,108,74,46,14,16,12,7,9,5,95,50,30,21,15,11,4,122,485,172,334,2020-09-28 00:00:00
2020580,Australian Open,Hard,128,108,111790,Brayden Schnur,R,193,CAN,24,124116,Sebastian Ofner,R,191,AUT,24,2-6 6-3 6-4,122,7,4,83,55,42,14,14,4,2,6,2,79,43,32,20,13,8,6,103,534,157,333,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,872,106121,Taro Daniel,R,191,JPN,28,104660,Sergiy Stakhovsky,R,193,UKR,35,6-1 6-4,67,1,4,49,29,25,12,9,1,1,2,5,50,27,16,13,8,6,3,113,716,210,333,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,125,209957,Jack Pinnington Jones,R,180,GBR,18,110778,Joao Menezes,R,185,BRA,24,6-4 6-3,71,1,1,52,31,22,16,9,2,2,1,1,71,49,27,14,10,8,5,1195,6,210,333,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,901,126535,Carlos Taberner,R,183,ESP,24,110778,Joao Menezes,R,185,BRA,24,6-1 6-0,63,4,2,40,19,16,15,7,3,3,2,0,37,18,9,5,6,6,1,137,555,211,332,2021-05-31 00:00:00
2021581,Australian Open,Hard,128,201,111460,Quentin Halys,R,191,FRA,24,104898,Robin Haase,R,190,NED,34,6-3 6-4,85,4,7,64,37,31,13,10,2,2,3,4,60,39,22,12,9,5,3,206,310,198,330,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,166,124079,Pedro Martinez,R,185,ESP,23,104898,Robin Haase,R,190,NED,33,6-4 6-4,101,2,6,66,50,32,9,10,6,4,9,2,64,38,23,12,10,6,2,105,610,174,330,2020-09-28 00:00:00
2021540,Wimbledon,Grass,128,208,117360,Marc Polmans,R,188,AUS,24,106368,Ramkumar Ramanathan,R,188,IND,27,6-3 3-6 7-6(2) 3-6 11-9,210,5,4,166,113,95,25,30,8,5,29,9,187,125,98,30,30,12,9,154,467,211,330,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,102,106393,Frederico Ferreira Silva,L,178,POR,26,105041,Lukas Lacko,R,185,SVK,33,6-3 6-2,86,2,4,56,30,22,12,9,4,2,2,5,50,26,17,8,8,6,1,182,356,200,329,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,150,106288,Mathias Bourgue,R,188,FRA,27,124014,Ernesto Escobedo,R,185,USA,24,7-6(5) 6-2,106,8,1,59,35,30,14,10,0,0,3,2,74,44,26,18,10,3,1,214,281,199,329,2021-01-10 00:00:00
2021560,Us Open,Hard,128,152,105967,Henri Laaksonen,R,185,SUI,29,105341,Thomas Fabbiano,R,173,ITA,32,6-2 6-3,70,6,2,46,24,21,14,0,2,1,1,4,58,38,23,6,0,7,3,130,613,211,329,2021-08-30 00:00:00
2020580,Australian Open,Hard,128,198,111153,Christopher Eubanks,R,201,USA,24,106293,Kimmer Coppejans,R,180,BEL,26,6-4 7-6(3),105,10,1,92,64,47,13,11,8,7,4,1,68,51,37,8,11,2,0,221,215,158,328,2020-01-20 00:00:00
2021540,Wimbledon,Grass,128,108,105413,Andrej Martin,R,180,SVK,32,121531,Mats Moraing,L,198,GER,29,6-4 6-3,63,5,1,63,51,35,7,9,4,4,8,1,57,39,26,8,10,7,4,111,710,212,328,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,164,105877,Emilio Gomez,R,185,ECU,29,106110,Filip Horansky,R,175,SVK,28,6-4 2-6 6-4,122,0,1,86,57,33,10,14,11,4,4,5,89,57,37,11,14,13,6,156,365,177,327,2020-09-28 00:00:00
2020520,Roland Garros,Clay,128,170,111581,Michael Mmoh,R,188,USA,23,104586,Lukas Rosol,R,196,CZE,35,7-6(3) 3-1,72,4,2,45,28,23,10,8,2,1,3,3,60,40,27,7,8,8,6,178,326,176,327,2020-09-28 00:00:00
2021560,Us Open,Hard,128,172,126523,Bernabe Zapata Miralles,R,185,ESP,25,105406,Roberto Marcora,R,194,ITA,32,7-5 3-6 7-6(7),155,3,3,103,64,44,22,0,6,3,4,5,114,72,47,27,0,6,3,116,702,213,327,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,169,206909,Brandon Nakashima,R,185,USA,20,104678,Viktor Troicki,R,193,SRB,35,6-2 5-7 6-3,113,5,7,87,53,44,15,15,6,4,9,4,91,60,42,11,14,10,6,138,549,213,327,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,169,111153,Christopher Eubanks,R,201,USA,24,104678,Viktor Troicki,R,193,SRB,34,4-6 2-1 RET,43,9,2,40,32,25,2,7,2,1,1,2,31,20,17,7,6,0,0,221,215,159,325,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,824,207989,Carlos Alcaraz,R,185,ESP,18,105041,Lukas Lacko,R,185,SVK,34,6-3 6-3,82,4,0,54,32,25,14,9,3,2,0,1,64,29,15,18,9,10,6,97,815,213,324,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,164,111794,Kamil Majchrzak,R,183,POL,25,104898,Robin Haase,R,190,NED,34,6-7(5) 7-6(4) 6-4,139,14,3,110,66,49,23,19,4,1,18,5,122,80,55,20,17,9,5,104,747,214,324,2021-06-28 00:00:00
2021560,Us Open,Hard,128,119,106214,Oscar Otte,R,196,GER,28,105952,Renzo Olivo,R,180,ARG,29,6-7(3) 6-0 7-6(4),153,14,6,106,62,49,22,0,5,4,3,8,102,60,45,18,0,14,10,144,543,215,323,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,134,105633,Mohamed Safwat,R,183,EGY,31,111453,Mikael Torpegaard,R,193,DEN,27,7-5 3-6 7-5,121,7,4,92,56,42,15,16,4,1,5,5,95,52,39,21,17,5,1,170,423,215,323,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,854,209950,Arthur Fils,R,185,FRA,17,106071,Bernard Tomic,R,193,AUS,29,6-7(5) 7-6(1) 6-3,128,4,6,106,63,38,30,17,7,3,5,3,114,60,39,25,16,11,6,1035,10,214,322,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,103,106214,Oscar Otte,R,196,GER,27,105041,Lukas Lacko,R,185,SVK,33,4-6 6-1 6-2,102,9,4,72,32,27,24,13,4,2,2,0,82,54,25,17,12,17,12,137,423,180,322,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,884,104797,Denis Istomin,R,188,UZB,35,106368,Ramkumar Ramanathan,R,188,IND,26,6-1 6-2,65,2,1,46,31,27,6,8,0,0,1,4,47,28,18,6,7,10,6,204,343,216,321,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,137,106071,Bernard Tomic,R,193,AUS,29,104882,Blaz Kavcic,R,188,SLO,34,4-6 6-4 6-3,113,6,6,97,56,43,19,15,9,6,6,6,86,46,35,16,14,8,4,241,285,216,321,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,194,106331,Christopher Oconnell,R,183,AUS,27,105074,Ruben Bemelmans,L,183,BEL,33,6-7(3) 6-3 7-5,137,4,1,97,67,47,21,16,5,4,2,1,117,75,51,21,18,12,8,130,609,217,320,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,105,134868,Tallon Griekspoor,R,188,NED,24,104198,Guillermo Garcia Lopez,R,188,ESP,37,6-3 6-2,69,7,1,50,34,29,9,9,0,0,3,5,60,32,18,15,8,11,8,175,288,160,319,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,131,105487,Facundo Bagnis,L,183,ARG,30,126652,Jay Clarke,R,183,GBR,22,6-1 6-4,87,2,1,48,25,22,17,9,4,4,2,2,67,41,25,12,8,10,7,129,453,182,318,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,886,106198,Hugo Dellien,R,180,BOL,28,104882,Blaz Kavcic,R,188,SLO,34,7-6(4) 6-7(4) 6-4,219,4,1,124,93,59,19,17,9,4,3,5,140,83,53,28,17,19,13,124,639,217,318,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,831,134868,Tallon Griekspoor,R,188,NED,25,109054,Daniel Masur,R,183,GER,26,6-2 5-7 6-4,115,9,5,97,64,43,16,15,11,7,5,7,88,51,32,15,15,11,5,131,589,218,318,2021-05-31 00:00:00
2021560,Us Open,Hard,128,130,106110,Filip Horansky,R,175,SVK,29,111453,Mikael Torpegaard,R,193,DEN,27,7-6(4) 7-6(9),131,6,2,92,53,43,21,0,7,5,10,3,95,57,43,17,0,5,3,195,364,217,317,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,149,110778,Joao Menezes,R,185,BRA,24,105911,Andrea Collarini,L,185,ARG,29,1-6 7-6(8) 6-3,148,8,3,86,61,38,14,14,6,2,2,5,97,66,44,13,14,7,3,193,338,203,316,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,180,123755,Daniel Elahi Galan,R,191,COL,24,106408,Mario Vilella Martinez,R,178,ESP,25,7-6(2) 6-0,80,4,0,60,42,33,11,9,3,3,3,7,58,30,19,13,9,6,3,153,379,183,316,2020-09-28 00:00:00
2021540,Wimbledon,Grass,128,112,202103,Francisco Cerundolo,R,185,ARG,23,200335,Felipe Meligeni Alves,R,185,BRA,23,6-4 6-2,69,4,2,66,38,32,11,9,9,8,0,1,55,34,18,10,9,8,4,117,694,221,316,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,117,106288,Mathias Bourgue,R,188,FRA,26,106214,Oscar Otte,R,196,GER,26,5-7 6-1 6-1,90,12,1,68,45,40,12,13,5,4,3,1,82,42,25,21,13,12,7,243,193,163,314,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,133,123755,Daniel Elahi Galan,R,191,COL,24,104660,Sergiy Stakhovsky,R,193,UKR,35,7-6(5) 6-3,88,5,1,70,52,36,10,11,1,0,3,0,59,33,27,12,10,4,1,153,379,184,314,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,878,202103,Francisco Cerundolo,R,185,ARG,23,111515,Thai Son Kwiatkowski,R,188,USA,26,6-7(3) 6-4 7-6(5),170,5,4,125,82,51,23,17,10,5,7,2,125,82,51,22,17,14,8,117,688,219,314,2021-05-31 00:00:00
2021560,Us Open,Hard,128,102,105477,Marco Trungelliti,R,178,ARG,32,104882,Blaz Kavcic,R,188,SLO,34,6-1 2-0 RET,42,2,0,25,13,12,8,0,0,0,1,1,33,17,7,8,0,8,5,198,361,219,314,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,177,110748,Nikola Milojevic,R,188,SRB,26,144645,Zdenek Kolar,R,185,CZE,25,6-4 6-3,82,3,3,56,38,27,11,9,2,1,2,1,66,41,25,13,10,9,5,146,498,223,314,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,867,106293,Kimmer Coppejans,R,180,BEL,27,144869,Tomas Martin Etcheverry,R,196,ARG,22,6-7(7) 6-2 6-3,147,3,1,84,66,48,10,15,1,0,3,1,100,64,40,18,14,9,4,174,407,220,312,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,130,106058,Jack Sock,R,185,USA,28,111453,Mikael Torpegaard,R,193,DEN,26,6-2 6-4,81,2,6,64,32,23,21,9,3,3,1,5,48,31,21,9,9,4,1,310,140,185,311,2020-09-28 00:00:00
2021540,Wimbledon,Grass,128,187,126156,Antoine Hoang,R,183,FRA,26,105657,Marius Copil,R,193,ROU,31,7-6(5) 4-6 7-5,154,8,7,114,84,57,14,18,6,2,13,9,106,58,39,24,17,7,3,156,456,224,310,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,147,126156,Antoine Hoang,R,183,FRA,26,111515,Thai Son Kwiatkowski,R,188,USA,26,3-6 6-3 6-4,127,1,2,90,65,47,12,14,4,2,2,2,86,53,35,19,14,6,3,156,456,225,310,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,184,105649,Cedrik Marcel Stebe,L,183,GER,30,208014,Rinky Hijikata,U,180,AUS,20,6-4 6-2,101,2,5,67,39,28,14,9,8,7,1,1,57,27,14,17,9,12,8,126,534,685,31,2021-01-10 00:00:00
2020580,Australian Open,Hard,128,129,124014,Ernesto Escobedo,R,185,USA,24,106283,Mitchell Krueger,R,188,USA,26,2-6 7-6(8) 7-6(7),137,12,8,104,61,39,24,16,8,4,17,0,101,65,49,18,16,5,3,224,213,164,309,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,805,123795,Altug Celikbilek,U,183,TUR,25,105147,Tatsuma Ito,R,180,JPN,33,6-3 4-6 7-5,130,7,4,93,59,42,13,16,8,3,3,7,98,62,39,14,15,11,5,239,274,222,309,2021-05-31 00:00:00
2020580,Australian Open,Hard,128,114,111505,Enzo Couacaud,R,183,FRA,25,105905,Danilo Petrovic,R,203,SRB,28,4-6 7-6(5) 6-2,113,6,4,91,60,43,15,15,8,5,9,7,99,60,39,19,15,6,2,197,251,166,306,2020-01-20 00:00:00
2021581,Australian Open,Hard,128,198,106234,Aslan Karatsev,R,185,RUS,27,124186,Alexandre Muller,R,183,FRA,24,6-2 6-1,59,9,2,41,25,22,10,8,0,0,2,1,42,35,18,2,7,6,2,112,642,208,305,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,144,105432,Prajnesh Gunneswaran,L,188,IND,31,111790,Brayden Schnur,R,193,CAN,26,6-4 4-6 6-2,150,4,8,90,46,34,20,14,11,7,6,6,101,58,38,14,14,15,10,128,516,207,305,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,900,106121,Taro Daniel,R,191,JPN,28,111460,Quentin Halys,R,191,FRA,24,7-6(7) 6-1,93,1,1,68,46,32,15,10,4,3,5,2,66,35,23,17,9,6,3,113,716,223,305,2021-05-31 00:00:00
2021560,Us Open,Hard,128,104,202103,Francisco Cerundolo,R,185,ARG,23,111515,Thai Son Kwiatkowski,R,188,USA,26,6-0 6-7(5) 6-4,125,18,4,97,59,45,18,0,3,2,6,11,96,44,31,25,0,12,7,107,748,223,305,2021-08-30 00:00:00
