tourney_id,tourney_name,surface,draw_size,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpFaced,w_bpSaved,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpFaced,l_bpSaved,winner_rank,winner_rank_points,loser_rank,loser_rank_points,tourney_date
2021540,Wimbledon,Grass,128,171,111190,Zhizhen Zhang,R,193,CHN,25,126214,Alejandro Tabilo,L,188,CHI,24,7-6(5) 7-6(5),110,12,2,85,61,42,11,13,6,3,10,6,98,62,38,18,13,3,0,175,412,172,421,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,860,122669,Juan Pablo Varillas,R,185,PER,26,124116,Sebastian Ofner,R,191,AUT,25,6-7(10) 7-5 6-3,176,6,1,125,69,49,31,17,9,6,6,1,113,70,44,23,16,12,7,130,596,171,418,2021-05-31 00:00:00
2020580,Australian Open,Hard,128,123,105633,Mohamed Safwat,R,183,EGY,29,111576,Sumit Nagal,R,178,IND,22,7-6(2) 6-2,88,3,4,67,41,29,12,10,8,5,1,2,60,40,22,8,10,8,3,173,291,131,416,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,155,127157,Daniel Altmaier,R,191,GER,22,134868,Tallon Griekspoor,R,188,NED,24,6-1 6-3,71,6,1,53,33,26,11,8,4,4,2,0,52,37,22,5,8,13,9,186,302,139,416,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,845,104882,Blaz Kavcic,R,188,SLO,34,200390,Kacper Zuk,R,183,POL,22,6-2 7-6(7),85,2,2,66,37,28,15,10,6,3,2,1,66,41,25,9,10,9,4,217,318,173,415,2021-05-31 00:00:00
2021560,Us Open,Hard,128,115,200514,Jurij Rodionov,L,191,AUT,22,105905,Danilo Petrovic,R,203,SRB,30,6-4 6-3,77,10,1,59,36,31,11,0,4,3,6,5,56,32,23,9,0,9,6,140,570,177,415,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,150,208269,Felix Gill,U,180,GBR,19,105905,Danilo Petrovic,R,203,SRB,29,7-5 7-6(6),102,1,0,79,48,28,22,13,6,3,4,4,81,48,35,12,12,8,4,987,12,173,415,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,111,104678,Viktor Troicki,R,193,SRB,34,105614,Bradley Klahn,L,190,USA,29,6-4 6-2,71,3,0,46,33,29,8,9,0,0,3,6,65,34,22,15,9,8,5,159,325,132,413,2020-01-20 00:00:00
2021540,Wimbledon,Grass,128,157,104660,Sergiy Stakhovsky,R,193,UKR,35,104424,Go Soeda,R,178,JPN,37,6-3 7-6(11),100,10,8,78,45,39,15,11,5,4,1,1,78,52,35,15,11,6,3,242,283,174,413,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,165,105655,Hiroki Moriya,R,170,JPN,29,105731,Steven Diez,R,180,CAN,29,6-4 7-5,97,4,2,68,46,29,11,11,9,5,0,4,65,42,24,8,11,9,3,212,225,134,411,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,143,110778,Joao Menezes,R,185,BRA,24,105633,Mohamed Safwat,R,183,EGY,30,7-6(2) 6-1,97,2,0,57,39,32,11,10,2,2,2,3,80,45,31,14,9,13,10,190,297,141,410,2020-09-28 00:00:00
2021560,Us Open,Hard,128,209,105967,Henri Laaksonen,R,185,SUI,29,105641,Blaz Rola,L,193,SLO,31,3-6 7-6(2) 6-4,163,8,6,107,61,40,26,0,9,6,14,5,116,65,44,27,0,13,10,130,613,179,410,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,204,126127,Benjamin Bonzi,R,185,FRA,25,106393,Frederico Ferreira Silva,L,178,POR,26,6-7(4) 6-4 6-4 7-5,175,14,4,138,86,72,24,22,14,11,5,5,133,85,61,22,23,13,7,119,683,176,410,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,158,127339,Borna Gojo,R,196,CRO,23,124116,Sebastian Ofner,R,191,AUT,25,6-3 6-2,84,13,0,57,45,33,5,9,2,1,2,3,60,30,22,7,8,9,5,223,258,159,409,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,897,123755,Daniel Elahi Galan,R,191,COL,25,106293,Kimmer Coppejans,R,180,BEL,27,5-7 7-6(4) 6-4,174,7,1,125,79,54,20,17,11,7,1,0,119,86,50,23,17,14,10,107,764,174,407,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,869,105376,Peter Gojowczyk,R,185,GER,32,111190,Zhizhen Zhang,R,193,CHN,25,6-0 7-6(2),62,10,4,62,33,26,15,9,4,3,1,1,48,30,17,8,9,7,3,134,566,175,407,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,154,105723,Andrey Kuznetsov,R,185,RUS,30,106408,Mario Vilella Martinez,R,178,ESP,26,6-4 6-7(5) 6-2,102,5,2,86,50,40,24,15,6,4,13,11,86,46,37,18,16,7,2,396,105,179,406,2021-06-28 00:00:00
2020580,Australian Open,Hard,128,173,106408,Mario Vilella Martinez,R,178,ESP,24,105487,Facundo Bagnis,L,183,ARG,30,7-6(6) 0-6 6-4,124,5,3,85,53,37,18,14,3,0,3,2,83,51,36,24,14,3,2,196,254,135,405,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,193,126846,Aleksandar Vukic,R,188,AUS,24,105432,Prajnesh Gunneswaran,L,188,IND,31,6-4 7-6(4),90,19,0,90,64,48,11,11,6,5,3,2,65,42,32,10,11,2,0,193,287,142,405,2020-09-28 00:00:00
2021540,Wimbledon,Grass,128,160,106331,Christopher Oconnell,R,183,AUS,27,106110,Filip Horansky,R,175,SVK,28,3-6 6-1 9-7,141,6,1,112,68,46,26,16,7,5,6,5,110,66,41,23,16,10,6,130,609,180,405,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,823,126535,Carlos Taberner,R,183,ESP,24,105373,Martin Klizan,L,190,SVK,32,6-1 6-2,70,1,1,56,37,23,10,8,3,1,0,4,39,21,8,3,7,7,1,137,555,176,404,2021-05-31 00:00:00
2021560,Us Open,Hard,128,112,111794,Kamil Majchrzak,R,183,POL,26,106393,Frederico Ferreira Silva,L,178,POR,26,6-1 6-4,69,10,1,51,35,29,11,0,3,3,1,4,56,34,21,10,0,8,5,114,719,180,404,2021-08-30 00:00:00
2020520,Roland Garros,Clay,128,127,111790,Brayden Schnur,R,193,CAN,25,122669,Juan Pablo Varillas,R,185,PER,25,6-1 6-4,73,8,0,51,37,28,9,9,0,0,2,1,52,34,19,9,8,7,4,194,286,143,403,2020-09-28 00:00:00
2021560,Us Open,Hard,128,121,210097,Ben Shelton,L,180,USA,19,111581,Michael Mmoh,R,188,USA,24,7-6(3) 7-6(5),120,12,3,86,48,32,27,0,7,6,5,5,80,56,41,13,0,2,1,802,23,181,403,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,124,106000,Damir Dzumhur,R,172,BIH,29,105877,Emilio Gomez,R,185,ECU,29,5-7 6-3 6-2,130,3,3,98,66,47,20,15,5,4,1,2,82,56,39,13,14,3,0,118,572,160,402,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,838,144817,Marc Andrea Huesler,L,196,SUI,25,105877,Emilio Gomez,R,185,ECU,30,6-4 3-6 6-2,109,10,0,81,44,35,21,14,7,6,8,3,78,49,31,18,13,5,2,158,459,179,399,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,810,111190,Zhizhen Zhang,R,193,CHN,25,105841,Lorenzo Giustino,R,183,ITA,30,5-7 7-5 6-2,171,10,2,130,71,46,31,16,22,18,4,8,112,61,37,24,16,14,8,175,407,178,399,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,832,111456,Mackenzie Mcdonald,R,178,USA,26,106423,Thanasi Kokkinakis,R,196,AUS,25,6-4 6-4,85,2,0,57,29,19,16,10,3,1,2,2,55,36,23,8,10,8,4,119,675,180,398,2021-05-31 00:00:00
2021560,Us Open,Hard,128,187,144684,Alex Molcan,L,178,SVK,24,144645,Zdenek Kolar,R,185,CZE,25,6-4 6-3,87,2,0,53,32,22,16,0,2,1,6,0,69,35,24,15,0,11,8,138,579,182,398,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,107,202195,Maxime Cressy,R,198,USA,24,106423,Thanasi Kokkinakis,R,196,AUS,25,7-6(5) 7-6(3),115,10,5,73,52,45,14,14,2,2,10,4,92,65,47,15,12,4,4,152,470,181,398,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,145,144684,Alex Molcan,L,178,SVK,24,124014,Ernesto Escobedo,R,185,USA,25,2-6 7-5 8-6,135,9,2,107,79,49,17,17,13,9,12,8,110,67,50,17,17,12,8,158,454,182,396,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,109,126845,Max Purcell,R,185,AUS,23,200384,Hugo Gaston,L,173,FRA,20,7-6(3) 4-6 6-3,151,6,6,110,61,39,24,16,12,7,2,1,103,61,38,20,15,10,5,238,241,161,395,2021-01-10 00:00:00
2020580,Australian Open,Hard,128,115,122078,Dmitry Popko,R,191,KAZ,23,111190,Zhizhen Zhang,R,193,CHN,23,7-6(7) 7-6(5),105,2,2,76,50,38,10,12,6,3,1,2,90,57,42,11,12,10,7,184,273,137,393,2020-01-20 00:00:00
2021581,Australian Open,Hard,128,138,106408,Mario Vilella Martinez,R,178,ESP,26,105561,Alessandro Giannessi,L,183,ITA,31,6-1 6-3,61,10,1,35,21,19,13,8,0,0,1,5,53,33,20,8,8,9,5,186,346,162,393,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,122,111460,Quentin Halys,R,191,FRA,24,126127,Benjamin Bonzi,R,185,FRA,24,6-0 6-2,76,2,4,44,25,19,12,7,4,4,3,2,72,48,23,10,7,12,7,206,310,164,391,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,834,105477,Marco Trungelliti,R,178,ARG,31,202104,Sebastian Baez,R,170,ARG,20,6-2 3-6 6-4,109,3,3,73,44,25,14,14,8,2,0,0,83,69,35,6,13,14,6,237,278,185,391,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,128,134868,Tallon Griekspoor,R,188,NED,25,105341,Thomas Fabbiano,R,173,ITA,32,7-6(8) 6-7(6) 7-5,173,19,4,134,88,66,21,19,11,8,2,1,124,86,55,24,19,15,11,124,673,183,390,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,104,106198,Hugo Dellien,R,180,BOL,28,126214,Alejandro Tabilo,L,188,CHI,24,6-1 6-0,68,3,1,39,32,23,4,7,5,5,1,2,52,25,11,8,6,14,8,111,646,167,389,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,180,111453,Mikael Torpegaard,R,193,DEN,27,111190,Zhizhen Zhang,R,193,CHN,24,6-1 4-6 6-1,114,2,2,69,39,30,18,12,1,0,3,1,66,40,24,12,12,8,3,192,340,169,389,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,153,209262,Tristan Schoolkate,R,183,AUS,20,105819,Guido Andreozzi,R,183,ARG,29,7-6(1) 6-4,126,3,5,71,37,27,20,11,4,2,1,3,83,46,30,20,11,12,9,839,18,166,389,2021-01-10 00:00:00
2021540,Wimbledon,Grass,128,156,106296,Gregoire Barrere,R,183,FRA,27,106216,Bjorn Fratangelo,R,183,USA,28,2-6 6-3 6-4,94,9,1,91,61,47,11,14,6,4,2,3,76,46,30,20,13,6,4,131,607,184,388,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,108,106234,Aslan Karatsev,R,185,RUS,27,206909,Brandon Nakashima,R,185,USA,19,6-2 6-7(4) 6-2,138,10,1,79,49,37,22,14,1,0,5,1,94,63,42,16,14,10,5,112,642,170,387,2021-01-10 00:00:00
2020520,Roland Garros,Clay,128,107,126237,Gian Marco Moroni,R,185,ITA,23,105641,Blaz Rola,L,193,SLO,30,6-4 7-6(7),114,2,5,72,47,31,10,11,5,1,2,2,81,42,26,16,11,8,3,222,245,148,387,2020-09-28 00:00:00
2020520,Roland Garros,Clay,128,188,104919,Leonardo Mayer,R,188,ARG,33,126535,Carlos Taberner,R,183,ESP,23,6-3 6-3,86,6,2,52,31,22,8,9,4,1,1,1,51,37,16,6,9,16,10,123,482,149,387,2020-09-28 00:00:00
2021560,Us Open,Hard,128,192,105216,Yuichi Sugita,R,173,JPN,33,106423,Thanasi Kokkinakis,R,196,AUS,25,7-6(4) 4-6 7-6(4),186,4,8,126,75,54,26,0,7,4,30,3,105,69,56,14,0,3,1,131,612,185,387,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,194,202195,Maxime Cressy,R,198,USA,24,120424,Yannick Maden,R,185,GER,31,2-6 6-3 6-4,117,21,9,77,52,40,10,14,7,3,2,4,83,64,41,9,13,9,5,168,389,171,385,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,813,200335,Felipe Meligeni Alves,R,185,BRA,23,104586,Lukas Rosol,R,196,CZE,36,6-4 2-6 6-0,94,6,0,79,53,36,12,12,9,6,3,2,75,59,33,7,12,11,6,236,279,186,384,2021-05-31 00:00:00
2021560,Us Open,Hard,128,189,126156,Antoine Hoang,R,183,FRA,26,104424,Go Soeda,R,178,JPN,37,7-6(7) 7-5,120,11,4,76,57,41,12,0,3,2,2,3,81,51,34,18,0,2,0,150,505,186,384,2021-08-30 00:00:00
2020520,Roland Garros,Clay,128,171,105952,Renzo Olivo,R,180,ARG,28,111202,Hyeon Chung,R,188,KOR,24,7-6(5) 6-2,113,1,4,75,49,27,12,10,7,2,0,11,77,36,20,12,10,12,5,209,256,150,383,2020-09-28 00:00:00
2021560,Us Open,Hard,128,181,126125,Maxime Janvier,R,193,FRA,25,103893,Paolo Lorenzi,R,183,ITA,40,6-4 6-3,93,4,0,66,43,32,14,0,2,2,4,6,59,40,28,9,0,7,5,234,294,187,381,2021-08-30 00:00:00
2020520,Roland Garros,Clay,128,113,111581,Michael Mmoh,R,188,USA,23,106109,Alex Bolt,L,183,AUS,28,6-4 6-3,72,3,2,53,38,31,8,10,2,2,0,1,58,37,23,11,9,7,4,178,326,151,380,2020-09-28 00:00:00
2021560,Us Open,Hard,128,201,122298,Botic Van De Zandschulp,R,188,NED,26,111505,Enzo Couacaud,R,183,FRA,26,3-6 7-6(5) 6-2,123,6,2,102,67,44,19,0,5,3,3,1,84,49,37,18,0,5,2,117,698,189,380,2021-08-30 00:00:00
2021581,Australian Open,Hard,128,140,105649,Cedrik Marcel Stebe,L,183,GER,30,105341,Thomas Fabbiano,R,173,ITA,32,6-1 4-6 7-6(3),163,4,2,86,52,37,17,15,5,1,0,2,111,81,46,12,14,18,13,126,534,173,379,2021-01-10 00:00:00
2020580,Australian Open,Hard,128,208,126845,Max Purcell,R,185,AUS,22,106075,Jozef Kovalik,R,183,SVK,27,6-4 6-2,72,7,0,53,31,24,11,9,2,1,4,3,52,29,17,11,9,7,3,216,221,139,379,2020-01-20 00:00:00
2020520,Roland Garros,Clay,128,204,105967,Henri Laaksonen,R,185,SUI,28,123755,Daniel Elahi Galan,R,191,COL,24,7-5 6-1,91,0,1,60,41,27,10,10,4,2,2,1,70,40,19,13,9,13,7,135,435,153,379,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,868,106408,Mario Vilella Martinez,R,178,ESP,26,106110,Filip Horansky,R,175,SVK,28,6-2 6-3,78,4,3,60,35,26,12,9,5,4,0,3,48,34,19,5,8,6,2,183,393,187,379,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,127,110748,Nikola Milojevic,R,188,SRB,26,105041,Lukas Lacko,R,185,SVK,34,6-4 6-4,75,9,4,63,44,35,9,10,3,2,4,4,62,38,30,6,10,5,2,146,498,186,379,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,892,106075,Jozef Kovalik,R,183,SVK,28,124014,Ernesto Escobedo,R,185,USA,25,6-2 4-6 6-2,103,6,0,63,38,31,15,13,2,0,0,0,76,51,29,13,13,6,1,127,634,188,378,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,189,110748,Nikola Milojevic,R,188,SRB,25,120424,Yannick Maden,R,185,GER,31,4-6 6-0 6-2,127,1,2,82,55,37,15,12,6,5,0,2,83,52,30,14,12,8,3,144,392,154,378,2020-09-28 00:00:00
2020580,Australian Open,Hard,128,163,106425,Blake Mott,U,180,AUS,24,105155,Pedro Sousa,R,180,POR,32,6-3 6-4,71,4,1,64,46,33,12,10,2,2,4,2,59,34,26,10,9,5,3,508,54,141,376,2020-01-20 00:00:00
2021560,Us Open,Hard,128,157,106423,Thanasi Kokkinakis,R,196,AUS,25,106216,Bjorn Fratangelo,R,183,USA,28,7-5 6-3,91,14,0,59,43,37,9,0,1,1,6,0,64,41,28,12,0,6,4,185,387,190,376,2021-08-30 00:00:00
2021520,Roland Garros,Clay,128,804,123755,Daniel Elahi Galan,R,191,COL,25,105208,Ernests Gulbis,R,190,LAT,33,6-3 6-1,57,6,0,43,32,25,10,8,1,1,2,6,53,25,16,12,8,5,1,107,764,189,375,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,874,110778,Joao Menezes,R,185,BRA,24,105731,Steven Diez,R,180,CAN,30,6-3 6-0,76,4,1,54,36,26,7,8,9,8,1,2,48,28,14,7,7,12,6,211,332,190,375,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,109,105208,Ernests Gulbis,R,190,LAT,33,122078,Dmitry Popko,R,191,KAZ,25,6-3 5-7 6-4,124,11,4,91,53,42,19,16,8,5,2,3,78,45,37,15,15,4,0,190,365,187,375,2021-06-28 00:00:00
2021560,Us Open,Hard,128,211,117356,Cem Ilkel,R,185,TUR,26,208103,Jiri Lehecka,R,185,CZE,20,7-6(2) 6-3,102,11,2,78,45,34,19,0,5,4,9,4,65,42,29,12,0,7,5,188,381,192,374,2021-08-30 00:00:00
2020580,Australian Open,Hard,128,127,104810,Zhe Li,R,185,CHN,33,104534,Dudi Sela,R,175,ISR,35,7-6(2) 5-3 RET,106,6,1,63,47,33,11,10,4,2,2,1,91,59,35,16,10,16,13,206,234,142,373,2020-01-20 00:00:00
2021560,Us Open,Hard,128,154,105641,Blaz Rola,L,193,SLO,31,122078,Dmitry Popko,R,191,KAZ,25,6-2 7-5,70,5,1,52,37,33,8,0,0,0,3,3,50,16,14,17,0,3,0,179,410,193,373,2021-08-30 00:00:00
2020580,Australian Open,Hard,128,187,124079,Pedro Martinez,R,185,ESP,23,122669,Juan Pablo Varillas,R,185,PER,24,6-3 6-3,84,5,4,57,38,29,10,9,3,2,2,2,58,32,19,12,9,10,6,168,300,143,372,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,139,106353,Pedja Krstin,R,183,SRB,25,105373,Martin Klizan,L,190,SVK,30,6-3 6-2,81,9,2,49,29,22,14,9,4,3,6,4,65,29,17,16,8,10,6,244,193,144,370,2020-01-20 00:00:00
2020580,Australian Open,Hard,128,155,104660,Sergiy Stakhovsky,R,193,UKR,34,105641,Blaz Rola,L,193,SLO,29,7-6(3) 6-4,99,8,1,61,35,33,17,11,1,1,3,0,77,46,35,16,11,5,4,153,344,145,370,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,811,105376,Peter Gojowczyk,R,185,GER,32,124186,Alexandre Muller,R,183,FRA,24,1-6 6-0 6-4,86,5,3,78,49,31,13,12,9,5,0,0,69,54,29,7,11,7,1,134,566,191,370,2021-05-31 00:00:00
2021520,Roland Garros,Clay,128,836,106045,Denis Kudla,R,180,USA,29,111453,Mikael Torpegaard,R,193,DEN,27,6-1 6-2,56,3,2,44,22,20,12,8,0,0,3,2,45,26,13,8,7,5,1,120,662,192,367,2021-05-31 00:00:00
2021540,Wimbledon,Grass,128,162,111790,Brayden Schnur,R,193,CAN,26,105731,Steven Diez,R,180,CAN,30,6-3 2-6 6-3,97,7,0,74,53,34,12,13,8,4,2,4,80,45,29,16,13,8,3,233,300,189,367,2021-06-28 00:00:00
2021520,Roland Garros,Clay,128,827,111576,Sumit Nagal,R,178,IND,24,105406,Roberto Marcora,R,194,ITA,32,6-3 6-3,91,2,1,65,58,40,5,9,2,2,2,2,72,47,28,13,9,13,10,143,528,193,366,2021-05-31 00:00:00
2021581,Australian Open,Hard,128,192,105967,Henri Laaksonen,R,185,SUI,29,105731,Steven Diez,R,180,CAN,30,3-6 6-4 6-2,152,7,4,94,51,34,19,14,9,4,3,4,89,53,29,21,13,16,10,133,492,177,365,2021-01-10 00:00:00
2021581,Australian Open,Hard,128,203,111581,Michael Mmoh,R,188,USA,23,126239,Arthur Rinderknech,R,196,FRA,25,6-3 7-6(3),108,3,0,71,54,36,12,11,5,4,3,5,73,41,31,13,10,7,5,174,368,178,365,2021-01-10 00:00:00
2021520,Roland Garros,Clay,128,821,110778,Joao Menezes,R,185,BRA,24,111200,Elias Ymer,R,183,SWE,25,6-3 6-4,98,1,0,51,31,22,10,10,3,1,2,4,88,52,23,21,9,15,10,211,332,194,365,2021-05-31 00:00:00
2021560,Us Open,Hard,128,148,105062,Mikhail Kukushkin,R,183,KAZ,34,106288,Mathias Bourgue,R,188,FRA,28,4-6 6-3 7-6(2),157,8,3,97,58,46,19,0,6,4,11,4,117,73,51,19,0,10,8,129,614,194,365,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,198,206909,Brandon Nakashima,R,185,USA,20,105208,Ernests Gulbis,R,190,LAT,33,6-4 6-2 6-1,104,6,0,63,51,38,11,12,2,2,7,5,84,48,31,10,13,10,4,138,549,190,365,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,134,207830,Tomas Machac,R,183,CZE,20,106249,Joao Domingues,R,178,POR,27,6-3 6-1,67,1,0,41,27,20,12,8,0,0,0,1,43,22,14,8,8,6,2,197,333,179,364,2021-01-10 00:00:00
2021560,Us Open,Hard,128,179,105208,Ernests Gulbis,R,190,LAT,33,106110,Filip Horansky,R,175,SVK,29,6-4 7-5,128,9,6,62,34,31,15,0,0,0,1,6,95,52,32,24,0,17,15,205,353,195,364,2021-08-30 00:00:00
2021560,Us Open,Hard,128,162,208103,Jiri Lehecka,R,185,CZE,20,124186,Alexandre Muller,R,183,FRA,24,6-1 6-4,80,2,4,58,26,18,20,0,3,2,2,1,55,27,14,13,0,7,3,192,374,196,363,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,104,111456,Mackenzie Mcdonald,R,178,USA,26,106293,Kimmer Coppejans,R,180,BEL,27,6-7(5) 7-5 6-2,130,10,3,94,69,53,14,17,10,8,4,5,123,81,47,24,16,16,11,108,735,191,363,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,145,105561,Alessandro Giannessi,L,183,ITA,30,105905,Danilo Petrovic,R,203,SRB,29,6-4 7-6(8),140,2,3,100,69,43,16,11,16,14,9,7,96,56,37,15,11,12,9,172,334,160,362,2020-09-28 00:00:00
2021520,Roland Garros,Clay,128,890,126523,Bernabe Zapata Miralles,R,185,ESP,24,122078,Dmitry Popko,R,191,KAZ,24,7-5 6-0,81,3,1,62,38,23,15,9,8,6,1,3,53,26,12,10,9,10,4,128,631,195,362,2021-05-31 00:00:00
2020520,Roland Garros,Clay,128,153,208021,Kyrian Jacquet,R,180,FRA,19,202195,Maxime Cressy,R,198,USA,23,6-2 6-1,58,3,0,40,25,21,11,8,0,0,5,11,53,28,20,7,7,7,3,540,52,159,362,2020-09-28 00:00:00
2021560,Us Open,Hard,128,139,208029,Holger Rune,R,185,DEN,18,105041,Lukas Lacko,R,185,SVK,34,6-4 6-4,81,8,6,71,44,34,16,0,5,5,6,2,52,38,29,6,0,5,3,145,541,197,362,2021-08-30 00:00:00
2020580,Australian Open,Hard,128,131,117353,Duck Hee Lee,R,175,KOR,22,105561,Alessandro Giannessi,L,183,ITA,30,2-6 7-5 7-6(7),184,4,10,121,69,44,28,16,12,7,8,4,105,66,45,23,16,11,7,236,199,147,361,2020-01-20 00:00:00
2021560,Us Open,Hard,128,180,109739,Maximilian Marterer,L,191,GER,26,200267,Zizou Bergs,R,185,BEL,22,6-4 6-4,77,5,0,46,30,26,14,0,0,0,0,4,65,37,24,15,0,4,2,212,329,200,361,2021-08-30 00:00:00
2021560,Us Open,Hard,128,138,106283,Mitchell Krueger,R,188,USA,28,105731,Steven Diez,R,180,CAN,30,6-3 6-1,64,12,1,47,32,26,10,0,2,2,2,5,50,28,20,4,0,5,1,175,426,199,361,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,188,106368,Ramkumar Ramanathan,R,188,IND,27,144869,Tomas Martin Etcheverry,R,196,ARG,22,6-3 6-4,59,6,1,50,22,18,23,10,0,0,1,3,47,29,22,10,9,4,2,211,330,192,361,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,163,126535,Carlos Taberner,R,183,ESP,23,105406,Roberto Marcora,R,194,ITA,31,6-2 7-5,111,1,2,56,34,25,13,10,6,4,0,5,66,30,18,15,10,12,7,142,464,180,359,2021-01-10 00:00:00
2020580,Australian Open,Hard,128,121,105634,Viktor Galovic,R,193,ITA,29,105877,Emilio Gomez,R,185,ECU,28,7-6(5) 2-6 6-3,116,2,5,86,54,41,19,15,4,2,6,2,87,52,39,23,14,7,5,249,187,148,359,2020-01-20 00:00:00
2021520,Roland Garros,Clay,128,855,117360,Marc Polmans,R,188,AUS,24,106109,Alex Bolt,L,183,AUS,28,6-3 3-6 6-3,121,4,3,92,65,48,14,14,4,3,5,1,78,42,32,19,13,6,4,149,505,196,359,2021-05-31 00:00:00
2021560,Us Open,Hard,128,140,200384,Hugo Gaston,L,173,FRA,21,200240,Vit Kopriva,U,178,CZE,24,6-4 6-2,78,0,1,46,27,20,14,0,3,2,2,2,66,34,20,15,0,13,9,127,632,202,359,2021-08-30 00:00:00
2021560,Us Open,Hard,128,137,121531,Mats Moraing,L,198,GER,29,200335,Felipe Meligeni Alves,R,185,BRA,24,6-3 4-6 7-6(2),120,14,3,92,53,43,22,0,4,1,8,2,102,83,57,5,0,6,3,242,280,201,359,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,161,105074,Ruben Bemelmans,L,183,BEL,33,105952,Renzo Olivo,R,180,ARG,29,6-2 7-5,68,3,6,59,34,25,14,10,1,0,3,6,54,31,20,10,10,5,1,217,320,193,359,2021-06-28 00:00:00
2021540,Wimbledon,Grass,128,170,202103,Francisco Cerundolo,R,185,ARG,23,105406,Roberto Marcora,R,194,ITA,32,3-6 6-3 6-2,108,4,2,80,54,38,16,13,7,5,4,0,86,58,39,14,13,10,6,117,694,194,358,2021-06-28 00:00:00
2020520,Roland Garros,Clay,128,105,104898,Robin Haase,R,190,NED,33,106249,Joao Domingues,R,178,POR,27,6-1 7-5,96,2,2,65,36,30,14,10,5,5,1,1,76,45,27,13,9,11,7,174,330,161,357,2020-09-28 00:00:00
2021560,Us Open,Hard,128,127,105539,Evgeny Donskoy,R,185,RUS,31,106368,Ramkumar Ramanathan,R,188,IND,27,4-6 7-6(1) 6-4,155,4,5,114,64,45,30,0,8,6,10,12,115,67,50,21,0,5,3,152,498,204,357,2021-08-30 00:00:00
2021560,Us Open,Hard,128,143,202195,Maxime Cressy,R,198,USA,24,105819,Guido Andreozzi,R,183,ARG,30,6-4 5-7 7-5,146,19,8,89,58,49,17,0,3,1,7,6,99,60,41,23,0,6,3,151,504,203,357,2021-08-30 00:00:00
2021540,Wimbledon,Grass,128,102,144642,Tomas Barrios Vera,R,191,CHI,24,106283,Mitchell Krueger,R,188,USA,27,7-6(2) 7-6(5),115,2,2,79,53,40,13,13,2,0,6,3,83,47,32,20,13,6,4,209,334,195,356,2021-06-28 00:00:00
2021581,Australian Open,Hard,128,159,105841,Lorenzo Giustino,R,183,ITA,29,104797,Denis Istomin,R,188,UZB,34,6-1 6-1,74,1,3,52,28,20,14,7,4,4,2,2,49,36,17,3,7,10,5,151,433,183,354,2021-01-10 00:00:00
